yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA040B077	Sardegna_CA045B021	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048A002	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059A001	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1981	02	09	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	NA	NA	16	18.4	16	NA	15	16.5	NA	NA	NA	NA	17	NA	17	NA	14	17	13	NA	NA	15.8	NA	14	NA	NA	NA	13	NA	NA	18.2	NA	NA	NA	NA	NA	12	11.3	NA	15	NA	NA	NA	NA	15	NA	NA	NA	10.4	NA	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	14	NA	12	15
1981	02	10	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	18	20.2	16	NA	16.4	17.5	NA	NA	NA	NA	16	NA	17	NA	14	9	15	NA	NA	16.8	NA	14	NA	NA	NA	10.8	NA	NA	17	NA	NA	NA	NA	NA	14	13	NA	13	NA	NA	NA	NA	13	NA	NA	NA	10.1	NA	16.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	10.5	NA	12	16
1981	02	11	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	14	14.6	17	NA	13.4	17	NA	NA	NA	NA	14	NA	13	NA	10	11	14	NA	NA	16.5	NA	13	NA	NA	NA	8.2	NA	NA	8.4	NA	NA	NA	NA	NA	10	13.2	NA	9	NA	NA	NA	NA	9	NA	NA	NA	10.2	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.2	7.5	NA	13	14
1981	02	12	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	14	12.4	11	NA	11	10.5	NA	NA	NA	NA	13	NA	11	NA	7	12.5	13	NA	NA	15.2	NA	13	NA	NA	NA	6.4	NA	NA	10	NA	NA	NA	NA	NA	10	12.3	NA	9	NA	NA	NA	NA	10	NA	NA	NA	10.1	NA	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.8	7	NA	14	12
1981	02	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5	NA	NA	12	10.6	11	NA	10.8	10	NA	NA	NA	NA	13	NA	10	NA	6	8	11	NA	NA	14	NA	13	NA	NA	NA	4.2	NA	NA	9.5	NA	NA	NA	NA	NA	8	12.3	NA	5	NA	NA	NA	NA	7	NA	NA	NA	10	NA	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6	NA	13	11
1981	02	14	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	13	13.2	12	NA	12.4	11	NA	NA	NA	NA	13	NA	10	NA	7	7	9	NA	NA	10	NA	10	NA	NA	NA	4.4	NA	NA	14.7	NA	NA	NA	NA	NA	8	11.4	NA	9.5	NA	NA	NA	NA	9	NA	NA	NA	10.2	NA	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	6.5	NA	14	11
1981	02	15	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	13	13.4	12	NA	12.4	12	NA	NA	NA	NA	12	NA	12	NA	6	10	12	NA	NA	11.8	NA	10	NA	NA	NA	8	NA	NA	11	NA	NA	NA	NA	NA	10	11	NA	10	NA	NA	NA	NA	10	NA	NA	NA	10.1	NA	15.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.1	8	NA	13	14
1981	02	16	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	NA	NA	12	11.2	11	NA	11.4	10.5	NA	NA	NA	NA	13	NA	14	NA	5	8	10	NA	NA	15.2	NA	8	NA	NA	NA	4.2	NA	NA	7.2	NA	NA	NA	NA	NA	8	10.3	NA	7	NA	NA	NA	NA	9	NA	NA	NA	10.2	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.8	8.5	NA	12	13
1981	02	17	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	15	12.4	13	NA	15	13.5	NA	NA	NA	NA	15.5	NA	12	NA	8	12	12	NA	NA	11.8	NA	8	NA	NA	NA	3.2	NA	NA	5.5	NA	NA	NA	NA	NA	10	10.4	NA	9	NA	NA	NA	NA	8	NA	NA	NA	10.4	NA	14.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	8.5	NA	14	11
1981	02	18	9.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	14	13.6	12	NA	13.4	12.5	NA	NA	NA	NA	15	NA	14	NA	8	12	10	NA	NA	11.5	NA	8	NA	NA	NA	3	NA	NA	3.3	NA	NA	NA	NA	NA	8	8.3	NA	6	NA	NA	NA	NA	6.5	NA	NA	NA	15	NA	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	7.5	NA	15	12
1981	02	19	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	13	12.2	12	NA	13	13.5	NA	NA	NA	NA	13	NA	13	NA	7	8	12	NA	NA	12	NA	9	NA	NA	NA	3.2	NA	NA	5	NA	NA	NA	NA	NA	9	8.2	NA	7	NA	NA	NA	NA	7	NA	NA	NA	10.3	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.3	6.5	NA	16	11
1981	02	20	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	14	11.6	11	NA	12.4	12	NA	NA	NA	NA	12	NA	14	NA	7	7	10	NA	NA	16.2	NA	6	NA	NA	NA	3	NA	NA	5.5	NA	NA	NA	NA	NA	9	8.7	NA	6	NA	NA	NA	NA	6.5	NA	NA	NA	10.4	NA	11.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4	5.5	NA	13.5	11
1981	02	21	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	13	11.8	10	NA	10	10	NA	NA	NA	NA	11.5	NA	11	NA	6	6	10	NA	NA	10.8	NA	9	NA	NA	NA	3.2	NA	NA	3.7	NA	NA	NA	NA	NA	9	7.3	NA	6	NA	NA	NA	NA	6	NA	NA	NA	10.3	NA	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5	7	NA	12	11
1981	02	22	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	14	11.4	10	NA	10.6	9	NA	NA	NA	NA	10	NA	11	NA	6	11	12	NA	NA	11.8	NA	10	NA	NA	NA	1.6	NA	NA	1.3	NA	NA	NA	NA	NA	10	7.4	NA	4	NA	NA	NA	NA	4.5	NA	NA	NA	10.1	NA	10.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	4.5	NA	13	12
1981	02	23	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	14	11.8	13	NA	14	13.5	NA	NA	NA	NA	13	NA	16	NA	10	10	14	NA	NA	14.5	NA	10	NA	NA	NA	5.4	NA	NA	10.9	NA	NA	NA	NA	NA	9	8.3	NA	8	NA	NA	NA	NA	9	NA	NA	NA	15	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3	8	NA	12.5	14
1981	02	24	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	16	10.8	13	NA	14.8	14.5	NA	NA	NA	NA	15	NA	16	NA	10	12	15	NA	NA	15	NA	11	NA	NA	NA	6.2	NA	NA	6.5	NA	NA	NA	NA	NA	10	10.4	NA	9	NA	NA	NA	NA	10.5	NA	NA	NA	15	NA	15.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	9	NA	14	13
1981	02	25	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	13	12.4	12	NA	12.2	12.5	NA	NA	NA	NA	14	NA	14	NA	7	10	13	NA	NA	12	NA	11	NA	NA	NA	2.2	NA	NA	3	NA	NA	NA	NA	NA	7	10.3	NA	4	NA	NA	NA	NA	7	NA	NA	NA	15	NA	11.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.2	6	NA	15	10
1981	02	26	10.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	14	15.6	14	NA	14.4	15	NA	NA	NA	NA	13	NA	14	NA	8	13.5	11	NA	NA	11.8	NA	9	NA	NA	NA	4.4	NA	NA	10	NA	NA	NA	NA	NA	10	12.4	NA	9	NA	NA	NA	NA	10	NA	NA	NA	10.4	NA	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	7.5	NA	13.5	10
1981	02	27	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	14	13.6	12	NA	13.2	11.5	NA	NA	NA	NA	14.5	NA	12	NA	10	12	11	NA	NA	13.5	NA	15	NA	NA	NA	7.4	NA	NA	11.7	NA	NA	NA	NA	NA	9	12.3	NA	9.5	NA	NA	NA	NA	8	NA	NA	NA	10.3	NA	15.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9	9	NA	16	10
1981	02	28	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	14	13.6	11	NA	14.4	14.5	NA	NA	NA	NA	16	NA	15	NA	9	13	12	NA	NA	12.8	NA	16	NA	NA	NA	9	NA	NA	13.5	NA	NA	NA	NA	NA	14	12	NA	13	NA	NA	NA	NA	10	NA	NA	NA	15	NA	16.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.2	12	NA	16	10
1981	03	01	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	NA	NA	19	19.8	18	NA	16.4	17	NA	NA	NA	NA	20	NA	17	NA	17	17	16	NA	NA	15.5	NA	16	NA	NA	NA	13.8	NA	NA	17.4	NA	NA	NA	NA	NA	18	12.4	NA	17	NA	NA	NA	NA	18	NA	NA	NA	15.1	NA	22.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	15.3	NA	15.5	12
1981	03	02	16.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	NA	NA	20	20.2	19	NA	17.8	17.5	NA	NA	NA	NA	17	NA	20	NA	15	16	18	NA	NA	19	NA	17	NA	NA	NA	11.4	NA	NA	8	NA	NA	NA	NA	NA	13	12.4	NA	12	NA	NA	NA	NA	13	NA	NA	NA	10.4	NA	15.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.7	11	NA	16	13
1981	03	03	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	18	19.6	17	NA	18.2	18.5	NA	NA	NA	NA	16	NA	18	NA	11	13	17	NA	NA	18	NA	14	NA	NA	NA	7.8	NA	NA	6.1	NA	NA	NA	NA	NA	11	13	NA	6	NA	NA	NA	NA	12	NA	NA	NA	15	NA	17.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	9.5	NA	17	13
1981	03	04	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	18	15.6	15	NA	16.2	16.5	NA	NA	NA	NA	15	NA	19	NA	10	13	15	NA	NA	15	NA	10	NA	NA	NA	5.4	NA	NA	7.6	NA	NA	NA	NA	NA	11	13.4	NA	7.5	NA	NA	NA	NA	13	NA	NA	NA	15.1	NA	15.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	8.5	NA	16	14
1981	03	05	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	NA	NA	17	17.6	17	NA	16.8	17	NA	NA	NA	NA	16	NA	16	NA	12	16.5	16	NA	NA	13.5	NA	14	NA	NA	NA	9.4	NA	NA	18	NA	NA	NA	NA	NA	13	12.4	NA	12.5	NA	NA	NA	NA	10	NA	NA	NA	15.2	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.2	10.5	NA	16.5	14
1981	03	06	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	18	16.8	15	NA	15	15.5	NA	NA	NA	NA	18	NA	15	NA	13	15	15	NA	NA	14.8	NA	14	NA	NA	NA	12	NA	NA	15.4	NA	NA	NA	NA	NA	15	12.3	NA	15	NA	NA	NA	NA	14.5	NA	NA	NA	15	NA	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	9.5	NA	18	14
1981	03	07	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	20	17.4	17	NA	17	16	NA	NA	NA	NA	17	NA	17	NA	14	16	14	NA	NA	15.2	NA	16	NA	NA	NA	11	NA	NA	16.7	NA	NA	NA	NA	NA	16	13.4	NA	14	NA	NA	NA	NA	14	NA	NA	NA	15.2	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	11	NA	17.5	14
1981	03	08	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	NA	NA	20	16.4	15	NA	15.8	15.5	NA	NA	NA	NA	17	NA	17	NA	15	17	15	NA	NA	15.2	NA	16	NA	NA	NA	11.4	NA	NA	14.5	NA	NA	NA	NA	NA	14	14	NA	13	NA	NA	NA	NA	14	NA	NA	NA	15.2	NA	19.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	13.5	NA	18	16
1981	03	09	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	20	17.2	19	NA	17.8	17	NA	NA	NA	NA	18	NA	15	NA	16	15	16	NA	NA	16	NA	16	NA	NA	NA	14.2	NA	NA	16.3	NA	NA	NA	NA	NA	18	14	NA	17	NA	NA	NA	NA	16	NA	NA	NA	15.4	NA	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	14.5	NA	17.5	17
1981	03	10	17.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	21	18.2	20	NA	19.8	19.5	NA	NA	NA	NA	18	NA	18	NA	17	17	18	NA	NA	17.5	NA	16	NA	NA	NA	14.2	NA	NA	20	NA	NA	NA	NA	NA	18	18	NA	17	NA	NA	NA	NA	18	NA	NA	NA	15.3	NA	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	16.8	NA	17	20
1981	03	11	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	22	21.2	22	NA	20.4	19	NA	NA	NA	NA	18.5	NA	20	NA	17	18	17	NA	NA	15.2	NA	18	NA	NA	NA	17.4	NA	NA	20.4	NA	NA	NA	NA	NA	19	20	NA	19	NA	NA	NA	NA	19	NA	NA	NA	15.2	NA	19.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	18.5	NA	18	20
1981	03	12	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	24	21.2	24	NA	22.6	22	NA	NA	NA	NA	17	NA	20	NA	21	20	19	NA	NA	23	NA	18	NA	NA	NA	20	NA	NA	16.5	NA	NA	NA	NA	NA	23	24.3	NA	21.5	NA	NA	NA	NA	22	NA	NA	NA	15.3	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	20	NA	16	20
1981	03	13	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	20	21.2	19	NA	18.4	19	NA	NA	NA	NA	18	NA	22	NA	16	18	20	NA	NA	20	NA	16	NA	NA	NA	11	NA	NA	13.1	NA	NA	NA	NA	NA	16	24.7	NA	12	NA	NA	NA	NA	13	NA	NA	NA	15.3	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8	12.5	NA	18.5	20
1981	03	14	15.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	20	21.2	19	NA	18.6	16.5	NA	NA	NA	NA	20	NA	19	NA	14	20	19	NA	NA	18.2	NA	20	NA	NA	NA	9.2	NA	NA	15.9	NA	NA	NA	NA	NA	14	20.4	NA	13	NA	NA	NA	NA	13	NA	NA	NA	15.3	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	13.5	NA	19	20
1981	03	15	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	20	20.4	18	NA	16.6	16	NA	NA	NA	NA	19	NA	18	NA	14	14	16	NA	NA	15.8	NA	20	NA	NA	NA	11.6	NA	NA	16.7	NA	NA	NA	NA	NA	17	20.3	NA	16	NA	NA	NA	NA	15	NA	NA	NA	10.4	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	15	NA	19	20
1981	03	16	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	18	20.4	17	NA	17.8	16.5	NA	NA	NA	NA	16	NA	15	NA	14	18	18	NA	NA	19	NA	15	NA	NA	NA	7.4	NA	NA	18	NA	NA	NA	NA	NA	14	16.8	NA	12	NA	NA	NA	NA	13	NA	NA	NA	10.3	NA	17.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.9	12.5	NA	20	18
1981	03	17	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	15	18.4	12	NA	13.4	12.5	NA	NA	NA	NA	15	NA	14	NA	13	10	15	NA	NA	14.8	NA	16	NA	NA	NA	6.4	NA	NA	9.8	NA	NA	NA	NA	NA	11	16	NA	9	NA	NA	NA	NA	10	NA	NA	NA	10.4	NA	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	10	NA	18	17
1981	03	18	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	14	14.6	13	NA	14	11.5	NA	NA	NA	NA	17	NA	15	NA	9	10	13	NA	NA	9.2	NA	15	NA	NA	NA	2.2	NA	NA	10.3	NA	NA	NA	NA	NA	8	15.6	NA	3.5	NA	NA	NA	NA	10.5	NA	NA	NA	15.3	NA	12.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.8	7	NA	18.5	15
1981	03	19	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	17	13.6	15	NA	16.4	16	NA	NA	NA	NA	17.5	NA	15	NA	11	8	16	NA	NA	10.8	NA	15	NA	NA	NA	7	NA	NA	8	NA	NA	NA	NA	NA	12	15.4	NA	10	NA	NA	NA	NA	14	NA	NA	NA	15.3	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2	10	NA	19.5	16
1981	03	20	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	18	12.4	12	NA	15.8	17	NA	NA	NA	NA	19	NA	17	NA	14	12	16	NA	NA	17	NA	16	NA	NA	NA	11	NA	NA	16.4	NA	NA	NA	NA	NA	14	14.6	NA	14.5	NA	NA	NA	NA	15.5	NA	NA	NA	15.4	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	13	NA	21	18
1981	03	21	14.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	20	18.4	18	NA	18.4	18	NA	NA	NA	NA	16.5	NA	19	NA	14	13	NA	NA	NA	17	NA	18	NA	NA	NA	12	NA	NA	13	NA	NA	NA	NA	NA	12	14.4	NA	14	NA	NA	NA	NA	14.5	NA	NA	NA	20	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	14.5	NA	20	19
1981	03	22	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	20	19.4	18	NA	17.8	18	NA	NA	NA	NA	16	NA	18	NA	14	11	17	NA	NA	17.2	NA	18	NA	NA	NA	11	NA	NA	12.2	NA	NA	NA	NA	NA	15	14	NA	15	NA	NA	NA	NA	14	NA	NA	NA	15.4	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.3	14.3	NA	18.5	19
1981	03	23	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	20	19.6	18	NA	18.8	18	NA	NA	NA	NA	17.5	NA	18	NA	14	18	17.5	NA	NA	17.5	NA	22	NA	NA	NA	13.4	NA	NA	15.5	NA	NA	NA	NA	NA	17	16.3	NA	15	NA	NA	NA	NA	15.5	NA	NA	NA	15.3	NA	19.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3	15	NA	19	20
