yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA045B021	Sardegna_CA047B226	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B056	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU085B070	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
2006	04	24	11	13	13	10	10	6	9	8	12	11	14	10	10	18	8	11	16	12	14.4	NA	14	8	16	15	12	6	9	NA	11	11	11	11	7	10	14	12	10	9	NA	8	9	8	4.5	7	6	NA	9	NA	12	11	10	10	8	10	9	7	9	8	15	11	11	12	12	12	9	7	11	14	9	12	NA	11	NA	9	10	11	7	10	6	14	9	8	7	8	9	10	7	13	7	13	9	15	10	6.5	10	10	3	11
2006	04	25	11	14	16	10	12	6	12	9	16	12	16	9	9	16	9	12	16	15	17	NA	16	14	14	18	15	6	14	NA	16	7	11	11	7	10	14	11	13	13	NA	6	9	14	10	10	8	NA	9	NA	15	11	9	12	11	10	8	8	10	9	10	15	14	11	13	14.9	13	15	14	16	9	13	NA	12	NA	9	12	12	11	10	12	15	14	13	8	10	10	15	8	14	9	12	8	15	14	9	10	12	6	10
2006	04	26	11	12	12	12	13	6	11	6	14	12	14	10	12	15	10	12	16	13	14.2	NA	14	13	8	16	15	14	11	NA	15	9	11	13	9	8	13	10	11	12	NA	10	8	9	4.5	10	8	NA	9	NA	11	11	9	10	8	11	9	8	10	8	12	15	12	11	11	12	13	10	13	11	12	12.5	NA	10	NA	10	14	12	13	9	12	13	13	14	10	6	12	13	7	12	9	12	8	14	14	10	10.5	10	7	13
2006	04	27	11	10	10	11	9	8	9	8	14	12	11	11	8	12	9	10	13	10	11.6	NA	11	8	10	15	10	9	9	NA	11	8	10	11	11	10	13	11	8	9	NA	8	8	8	3.5	8	5	11	9	NA	11	12	9	6	8	10	7	7	9	7	7	10	9	14	11	9	8	10	10	9	9	13	NA	10	NA	10	11	10	10	10	9	10	7	10	8	6	10	10	6	11	8	12	10	15	13	9	9	8	4	10
2006	04	28	12	9	12	11	13	10	10	8	12	12	11	14	8	13	10	12	14	14	13.6	NA	13	9	13	15	13	9	10	NA	15	9	11	10	11	7	13	12	9	10	NA	9	9	9	4	8	6	12	9	NA	10	15	8	9	7	10	9	7	9	5	10	11	9	14	9	11	10	8	10	12	12	13	NA	12	NA	8	12	11	11	10	9	10	8	10	10	9	9	10	7	11	9	9	8	14	13	7	9	10	7	9
2006	04	29	11	13	12	12	13	11	11	9	11	11	13	14	11	14	9	12	14	14	12.8	NA	13	12	13	16	13	11	9	NA	15	8	11	11	12	11	14	10	10	9	NA	8	8	9	4	9	8	12	9	NA	10	11	8	9	12	12	8	7	9	8	10	12	10	14	11	12.9	12	10	12	11	13	14	NA	12	NA	10	11	13	11	10	11	11	8	12	11	8	8	10	7	12	7	11	9	14	14	9.5	9	13	8	7
2006	04	30	10	12	10	12	11	5	10	7	9	12	11	12.5	11	13	8	12	13	13	11.6	NA	11	12	6	15	13	11	10	NA	5	7	12	13	12	10	14	8	7	8	NA	8	8	6	1	8	6	12	8	NA	8	10	6	6	10	9	6	5	16	8	11	13	9	12	11	9.5	12	7	11	11	12	12.5	NA	11	NA	7	10	9	9	9	12	9	9	11	8	7	8	7	6	9	10	11	9	14	13	7.5	7	12	7	7
2006	05	01	8	8	7	9	8	5	9	5	10	12	11	11	5	11	8	9	11	8	9	NA	9	8	11	14	7	6	6	NA	5	6	6	11	9	10	12	8	4	5	NA	6	7	4	1	6	4	11	8	NA	6	10	4	4	2	8	4	3	6	5	4	8	6	8	12	5.8	5	7	6	7	6	11	NA	13	NA	6	10	9	10	9	6	9	7	8	6	4.5	7	8	5	8	10	8	7	7	8	8	6	8	6	7
2006	05	02	9	9	12	10	8	6	7	6	18	12	10	10	8	12	8	12	13	9	9.8	NA	11	10	13	14	8	8	7	NA	10	6	8	8	9	10	12	10	8	9	NA	7	5	7	4	6	5	12	9	NA	9	10	5	7	8	9	7	4	9	10	4	9	8	8	13	10.5	9	7	10	10	9	10	NA	11	NA	9	14	7	8	10	7	10	6	7	5	8	8	8	7	11	10	9	8	7	12	8.5	9	11	5	7
2006	05	03	10	12	16	10	9	12	10	9	13	14	14	9.5	8	13	8	14	11	10	14	NA	12	13	17	16	8	11	10	NA	8	10	12	10	10	14	14	11	10	11	NA	8	8	7	4	7	5	11	9	NA	11	10	7	9	6	12	8	8	9	9	10	10	10	10	13	13	11	9	12	13	12	13	NA	12	NA	9	11	10	5	9	8	12	8	8	7	12	9	12	8	10	9	8	8	11	7	9	9.5	10	6	10
2006	05	04	12	16	16	11	15	13	12	10	19	12	16	12	10	16	8	15	17	10	16.2	NA	13	15	15	10	16	16	14	NA	12	9	12	15	12	14	12	13	14	8	NA	11	9	13	7	12	6	11	9	NA	15	12	7	9	12	8	10	9	10	9	14	17	13	10	13	15.6	15	14	15	17	17	14	NA	13	NA	10	16	15	11	9	15	13	12	15	10	7	10	12	10	13	13	12	14	17	9	9.5	13	14	3	12
2006	05	05	14	14	12	16	14	14	14	10	18	11	15	15	5	16	7	15	20	14	16.4	NA	15	15	10	17	16	15	13	NA	14	9	13	13	11	10	11	9	12	12	NA	9	8	8	7.5	12	9	12	10	NA	12	12	7	7	11	9	6	9	12	6	14	14	13	11	13	12.9	14	14	12	12	12	18.5	NA	14	NA	10	14	10	8	11	11	11	18	13	11	4.5	12	11	9	12	13	12	9	14	14	10	10	10	2	12
2006	05	06	12	10	10	12	10	10	9	9	16	13	11	12	10	16	7	14	12	11	10.8	NA	12	10	9	16	10	9	8	NA	12	7	10	9	10	10	11	10	8	10	NA	8	7	8	4	6	5	11	8	NA	9	11	7	7	5	9	7	6	10	6	8	11	10	11	10	10	9	12	10	11	9	13	NA	11	NA	10	12	12	10	12	6	11	8	11	5	7	12	10	10	12	11	9	8	11	15	10.5	10	13	4	12
2006	05	07	11	10	12	12	10	10	9	8	14	14	11	13	9	13	8	15	13	10	11.6	NA	12	10	10	15	11	9	9	NA	10	8	10	10	14	11	11	11	10	7	NA	6	7	8	4	8	6	11	9	NA	10	13	7	5	9	10	8	7	10	5	8	11	11	14	9	11.7	10	12	11	11	9	13	NA	15	NA	10	12	11	8	11	8	11	8	13	10	7.5	11	10	8	12	8	12	14	17	14	12	9.5	13	2	10
2006	05	08	13	12	12	14	12	10	10	10	7	13	12	14	11	14	9	11	13	10	11.4	NA	13	10	12	15	10	9	8	NA	8	8	12	11	10	8	10	10	10	10	NA	9	8	10	4	10	6	12	9	NA	11	12	7	8	9	9	8	8	11	8	10	9	10	13	9	11.1	11	12	10	11	10	12.5	NA	14	NA	11	12	11	7	10	7	13	9	11	7	8.5	9	11	7	12	9	11	10	11	14	9	11	10	6	10
2006	05	09	14	12	12	13	12	15	11	10	10	13	12	12	10	15	8	13	15	12	10.8	NA	14	12	7	18	12	11	10	NA	11	11	12	12	12	10	10	9	11	10	NA	9	7	9	7	9	7	11	10	NA	11	14	8	8	9	8	10	5	10	8	10	11	12	11	10	8.8	12	8	11	13	12	14	NA	16	NA	11	13	12	12	11	11	12	10	13	8	9	9	11	8	12	10	12	11	10	15	9.5	10	12	7	6
2006	05	10	10	7	9	10	11	12	10	6	11	14	10	11	6	12	8	9	11	10	10	NA	12	9	8	16	7	9	5	NA	10	7	13	14	14	8	11	8	7	9	NA	7	6	5	3.5	10	7	11	9	NA	8	10	8	5	9	9	5	5	10	5	11	9	9	11	11	7.8	7	6	7	10	12	14	NA	14	NA	10	12	12	12	9	10	10	10	14	9	3.5	9	9	10	10	9	9	8	9	7	8.5	9.5	14	7	6
2006	05	11	12	9	9	10	9	13	9	9	12	13	12	11	5	12	7	11	15	9	11.4	NA	13	12	9	17	9	8	9	NA	9	9	9	11	9	10	9.5	8	7	8	NA	5	6	6	1.5	9	5	13	10	NA	9	10	8	6	9	9	7	7	10	6	9	9	8	11	11	6.8	8	6	7	8	9	13	NA	14	NA	9	9	7	7	8	5	9	7	8	5	3	8	7	6	9	6	9	8	8	13	9.5	9	13	1	8
2006	05	12	13	10	11	11	10	13	9	8	18	12	12	10	8	13	9	13	16	10	9	NA	11	11	9	18	8	8	6	NA	10	9	9	7	8	8	10	9	8	8	NA	7	8	7	2	8	5	12	9	NA	10	10	6	7	8	8	8	7	9	6	8	4	8	10	11	9.8	8	7	9	10	9	10.5	NA	11	NA	8	10	8	8	9	4	10	6	9	4	4.5	8	7	8	10	6	8	5	8	13	11.5	9	15	3	10
2006	05	13	14	11	12	10	11	18	9	8	7	13	12	11	8	12	9	15	13	10	9.2	NA	11	11	11	19	8	8	8	NA	9	9	9	8	8	8	10	9	9	10	NA	8	8	8	2.5	8	5	13	9	NA	11	11	8	7	8	8	8	7	9	6	7	10	9	10	13	9.8	9	8	10	10	9	10	NA	10	NA	9	10	10	5	11	6	12	7	10	6	10	9	8	10	12	7	8	9	11	4	6	13	15	2	9
2006	05	14	14	12.5	13	11	12	9	11	10	12	12	13	12	9	12	10	16	14	10	12.8	NA	11	14	10	20	8	11	11	NA	5	12	10	9	15	10	10	10	11.5	11	NA	10	8	10	7	12	6	14	10	NA	13	14	8	9	11	9	10	6	10	8	6	11	12	11	11	11	10	9	12	13	12	12	NA	13	NA	12	11	10	7	12	12	11	8	11	10	4.5	9	12	10	12	7	14	13	11	5	7.5	12.5	19	6	10
2006	05	15	16	11	13	13	12	9	10	11	20	12	12	12	9	15	10	16	14	11	12	NA	15	13	12	19	10	8	9	NA	5	12	10	11	10	10	10	9	10	14	NA	7	10	9	7	9	6	15	11	NA	13	14	8	6	8	8	10	7	11	10	8	9	10	11	12	9	10	10	10	12	10	12	NA	15	NA	11	12	9	8	11	7	12	7	10	7	7	10	9	12	13	6	10	9	10	15	6.5	12	12	3	10
2006	05	16	15	13	12	14	12	10	10	13	17	13	12	14	8	15	10	18	13	11	12.2	NA	11	15	13	19	11	10	9	NA	8	13	9	11	10	8	11	12	13	13	NA	10	11	12	7	11	8	15	11	NA	15	15	8	8	8	10	11	10	14	10	8	14	12	13	11	11.6	12	13	12	12	12	14	NA	13	NA	12	13	11	9	13	8	14	10	13	10	13	12	13	14	15	7	15	14	10	14	10	14	14	6	11
2006	05	17	16	14	15	15	12.5	10	13	15	10	14	14	15	10	16	10	12	15	13	13.2	NA	15	16	15	21	13	12	10	NA	8	16	11	14	11	8	13	13	14	14	NA	11	12	14	7.5	15	9	16	12	NA	16	18	9	9	8	9	14	14	15	12	11	15	14	15	11	13.5	12	15	14	14	13	16	NA	14	NA	14	14	12	15	15	11	15	11	13	11	12.5	14	13	10	16	11	13	19	14	15	10	16	15	7	12
2006	05	18	20	16	16	15	15	15	15	18	12	13	16	17	12	22	14	17	18	13	15.4	NA	17	18	19	26	14	14	14	NA	11	18	15	14	13	8	13	16	18	14	NA	12	14	16	11	15	12	18	14	NA	22	22	10	14	11	10	17	16	19	16	12	16	16	16	14	15.5	15	15	15	16	15	18	NA	15	NA	17	14	13	15	17	9	18	12	15	12	17.5	17	14	12	20	15	14	20	12	16	10.5	19	17	10	14
2006	05	19	22	19	19	16	NA	16	18	20	16	13	18	16	16	23	14	20	19	13	17.4	NA	18	21	18	24	17	20	13	NA	15	20	18	17	15	8	14	15	19	15	NA	13	18	16	11.5	15	12	21	16	NA	15	24	11	13	16	13	18	13	20	15	14	17	18	16	16	17	16	18	16	18	18	14	NA	13	NA	19	15	16	15	19	12	18	15	19	16	14	19	16	11	19	15	15	18	21	18	10.5	17	18	14	16
2006	05	20	20	16	16	17	15	18	17	17	20	13	16	17	15	20	14	19	18	17	16.4	NA	20	18	13	25	17	15	14	NA	15	18	16	20	18	10	14	13	13	15	NA	12	14	13	10	18	15	16	16	NA	16	22	14	12	23	16	16	13	19	12	13	15	15	16	13	14	15	13	15	16	15	16	NA	12	NA	13	14	13	16	14	17	13	12	14	13	13	14	12	10	15	9	14	14	14	14	12	13	18	10	16
2006	05	21	18	15	16	17	15	12	15	17	20	13	16	16.5	13	15	13	19	19	15	16	NA	17	15	16	24	15	16	13	NA	13	17	13	16	15	11	13	12	13	15	NA	13	12	13	10	16	12	17	16	NA	18	17	14	10	14	12	14	13	18	14	11	14	14	14	12	13	12	14	13	15	14	15	NA	14	NA	13	14	12	15	13	10	14	11	14	4	10	14	12	12	16	8	15	14	14	15	10.5	14	15	7	14
2006	05	22	17	16	16	16	16	12	14	17	20	12	16	15	14	20	13	17	17	17	17	NA	18	17	19	25	15	15	13	NA	13	17	13	14	13	12	14	15	13.5	16	NA	12	12	16	10	15	11	17	16	NA	19	18	14	9	15	10	15	14	15	14	12	14	14	15	15	15	15	14	15	15	15	15	NA	11	NA	15	14	14	15	14	14	18	12	14	10	18.5	15	14	13	18	12	15	14	14	14	11.5	15	19	8	16
2006	05	23	16	21	21	17	19.5	20	19	19	21	13	21	16	20	23	15	20	22	20	20.6	NA	22	20	19	25	20	20	19	NA	14	19	19	17	15	12	14	19	18	15	NA	12	14	19	13.5	16	12	19	16	NA	17	21	14	11	17	16	18	9	21	16	13	20	19	15	15	20.3	19	19	20	21	19	15	NA	10	NA	17	15	17	15	18	18	18	14	18	18	13	19	15	12	18	15	21	16	21	15	18	19	20	14	16
2006	05	24	18	20	19	20	19.5	15	18	18	21	15	19	17	19	19	19	18	20	21	15	NA	21	19	17	25	19	22	16	NA	14	16	17	19	19	13	14	16	14	12	NA	11	10	17	13	17	15	20	16	NA	17	17	15	15	17	14	16	10	18	8	17	20	17	16	12	14	18	10	19	19	18	17	NA	9	NA	14	15	16	15	15	17	16	15	17	15	9	16	15	10	15	12	17	15	14	16	15	13	18	13	13
2006	05	25	12	12	12	12	12	10	13	12	17	14	13	14	20	13	17	13	15	12	13	NA	14	11	13	18	13	9	8	NA	7	14	8	14	15	13	13.5	10	9	11	NA	8	8	8	4.5	15	6	15	14	NA	9	16	13	8	8	15	8	8	10	9	7	14	11	16	11	10	8	10	10	12	12	15	NA	11	NA	10	12	11	12	12	12	11	7	11	9	11.5	11	10	11	12	6	10	12	14	13	11.2	10	15	5	12
2006	05	26	15	11	12	13	12	9	13	12	NA	14	12	15	10	15	18	14	15	12	14	NA	14	14	16	16	13	11	7	NA	9	14	11	12	15	10	13	11	11.5	12	NA	8	8	10	7	10	9	16	14	NA	13	17	9	7	8	17	12	9	14	9	8	10	11	16	12	9.3	8	10	10	11	12	15	NA	11	NA	11	12	11	15	15	11	12	7	12	10	12	11	11	12	13	9	14	14	11	14	8	12	12	6	12
2006	05	27	15	15	13	15	15	11	14	16	12	14	16	17	10	12	15	15	16	12	15.4	NA	15	14	16	25	15	13	10	NA	15	14	13	13	12	10	14	13	10	12	NA	6	14	11	9	12	10	16	15	NA	12	16	8	10	16	16	14	9	15	9	11	14	14	15	10	8.9	15	10	14	16	15	15	NA	15	NA	13	14	12	15	16	11	13	8	13	10	12.5	11	11	12	13	10	15	14	18	15	8	12.5	14	7	13
2006	05	28	15	14	16	17	15	11	16	16	NA	15	16	17	12	13	14	16	17	18	17	NA	16	15	13	19	15	13	11	NA	16	16	13	15	16	9	14	11	12	12	NA	8	14	13	10	15	12	17	15	NA	14	17	8	12	14	18	15	10	18	11	11	16	15	15	15	16	14	8	14	15	13	17.5	NA	18	NA	15	16	14	14	15	11	15	10	17	13	17.5	12	12	11	14	12	15	14	18	12	12	13	15	7	15
2006	05	29	15	15	16	20	15	12	20	17	12	17	17	18	14	18	12	15	21	17	17	NA	17	19	16	25	15	12	13	NA	16	17	14	20	15	11	13	16	15	14	NA	12	14	15	13	18	14	17	16	NA	14	21	8	15	16	17	17	14	21	11	14	14	15	14	15	15.2	13	13	14	15	15	20	NA	20	NA	19	16	17	14	17	10	20	15	17	17	15	12	15	10	18	12	15	14	18	18	14.5	15	18	6	16
2006	05	30	14	17	15	20	17	13	17	16	10	12	19	21	15	20	11	19	19	19	14.2	NA	20	16	13	25	16	15	12	NA	16	17	18	21	20	11	13	13	13.5	15	NA	8	12	13	10	18	16	20	16	NA	13	20	8	13	18	15	14	10	10	12	21	17	15	14	16	12.5	15	13	16	17	12	18	NA	19	NA	14	14	17	19	15	18	16	15	18	6	6.5	11	16	12	14	14	18	13	18	15	10.5	13	18	15	17
2006	05	31	11	12	10	14	12	8	11	9	10	12	12	14	10	15	12	13	14	14	13.4	NA	14	14	13	15	13	8	12	NA	15	9	8	14	12	10	13	10	6	8	NA	7	5	16	1	5	4	13	11	NA	8	12	7	5	5	14	5	4	11	5	4	9	8	13	11	8	8	7	9	11	10	14	NA	16	NA	10	12	10	10	10	7	9	7	10	7	6	11	11	11	10	10	9	9	10	13	10.5	9	10	4	7
2006	06	01	12	12	10	14	11	9	10	7	12	12	12	13	10	13	11	11	14	13	12.4	NA	14	12	14	12	13	13	10	NA	12	7	12	13	11	10	12	8	6	8	NA	7	6	6	1	3	6	13	8	NA	7	9	5	6	8	9	5	4	12	5	11	13	9	14	6	10.8	8	5	10	11	12	12	NA	14	NA	7	14	10	10	8	11	9	7	12	7	7	11	10	7	9	5	7	7	11	14	6.5	6	9	7	6
2006	06	02	11	12	11	15	11	8	11	7	12	10	11	13.5	12	14	10	11	13	13	12.4	NA	14	11	11	12	12	10	12	NA	9	9	11	13	14	10	13	7	9	9	NA	10	3	5	1	4	6	11	9	NA	8	9	5	5	8	7	7	4	15	5	11	9	10	12	7	10	9	8	10	11	13	11	NA	13	NA	8	9	12	12	9	11	11	10	12	9	7	10	9	6	9	9	10	8	11	13	7	9	8	6	6
2006	06	03	9	11	10	11	11	8	10	7	12	10	10	12	10	12	10	10	12	13	12	NA	12	11	10	15	12	8	11	NA	10	7	8	12	12	8	14	6	6	8	NA	8	3	6	2	5	5	10	9	NA	6	9	5	5	7	10	5	4	9	5	6	9	9	10	10	10.2	8	5	8	10	9	10.5	NA	11	NA	7	9	8	10	9	9	9	8	10	6	8	9	7	8	9	8	9	7	10	8	7	6.5	13	5	7
2006	06	04	10	9	9	13	10	8	NA	7	16	12	11	11.5	8	12	9	11	11	12	12.4	NA	12	9	9	16	10	9	6	NA	10	13	11	12	12	9	14	7	6.5	8	NA	8	5	5	1	6	6	11	9	NA	7	12	5	5	12	15	5	4	10	4	8	10	8	12	11	10	8	7	8	11	9	13.5	NA	13	NA	9	10	8	12	11	12	9	6	10	8	7	11	9	7	8	7	9	9	10	11	7	8	11	6	8
2006	06	05	10	10	10	11	10	8	9	9	16	12	11	14	8	12	9	10	14	11	10.6	NA	12	10	9	15	10	12	9	NA	10	8	8	12	13	7	14	8	8	11	NA	9	7	7	3.5	6	4	11	10	NA	8	14	6	6	5	13	6	4	11	5	16	14	10	12	11	11	10	8	9	11	9	15	NA	16	NA	10	10	11	11	12	8	12	6	13	9	11.5	11	11	9	11	8	11	8	10	9	6.5	10.5	10	7	8
2006	06	06	13	13	12	12	12	10	11	11	10	12	12	13	9	12	10	12	15	11	11.8	NA	12	11	11	14	11	9	8	NA	9	12	11	12	11	10	18	9	13	12	NA	12	7	10	4	12	4	14	11	NA	12	13	1	8	8	9	8	5	14	6	9	16	14	12	11	13.8	12	12	14	12	12	15	NA	12	NA	11	13	13	13	11	8	12	11	14	10	6	11	12	8	12	9	12	9	10	10	10.5	10	12	13	10
2006	06	07	14	11	12	12	10	10	11	12	9	13	11	13	9	15	9	13	14	12	11.8	NA	14	14	11	22	11	10	10	NA	10	12	9	11	12	10	20	10	10	11	NA	8	8	9	5	8	6	14	11	NA	12	13	1	6	9	8	11	7	12	6	9	15	10	12	11	10	11	9	10	11	10	13.5	NA	16	NA	10	12	12	10	12	8	12	8	13	7	11.5	12	9	8	13	7	10	14	14	14	10.5	12	10	5	9
2006	06	08	14	14	16	16	12	10	13	12	17	13	13	13	12	15	10	16	15	12	17.6	NA	14	13	13	20	12	11	12	NA	10	11	13	15	12	10	19	12	12	11	NA	10	9	10	7	8	8	15	11	NA	13	13	2	10	11	10	10	8	11	10	12	14	13	14	13	14.8	12	10	13	14	12	14	NA	15	NA	11	14	14	10	12	9	13	11	13	8	6	13	12	9	14	10	12	10	14	15	8	12	13	6	12
2006	06	09	13	15	16	16	12	9	12	11	8	13	16	12	14	22	11	16	17	17	15.8	NA	15	16	13	21	15	NA	10	NA	12	11	14	11	11	11	20	14	14	12	NA	10	9	10	7	12	8	14	11	NA	13	13	5	11	9	12	10	8	11	9	10	11	12	14	13	15	13	11	14	15	15	13	NA	12	NA	12	14	12	8	12	7	15	13	11	6	5.5	13	12	8	14	10	12	9	14	16	8	13.5	18	5	12
2006	06	10	14	12.5	13	13	12	8	11	12	10	13	16	12	12	15	10	15	14	14	12.6	NA	15	14	11	13	12	NA	8	NA	10	11	10	13	10	8	20	16	11	12	NA	9	10	10	6	9	8	14	11	NA	13	13	6	8	9	13	11	10	11	8	7	11	11	14	12	12.4	12	11	12	14	12	13.5	NA	12	NA	12	12	11	9	11	7	14	8	11	7	7	11	11	8	13	9	11	11	11	15	8.5	13	15	6	10
2006	06	11	14	13	13	15	12	10	11	13	11	14	14	11.5	12	15	12	16	15	13	14.2	NA	15	12	12	16	14	NA	10	NA	9	11	10	11	11	11	18	15	11.5	11	NA	11	11	10	7	12	8	15	12	NA	13	13	7	8	9	13	11	12	11	9	8	11	12	15	13	12	12	10	12	13	12	13	NA	17	NA	13	12	12	8	12	8	14	9	12	8	7	11	11	8	14	8	12	13	10	14	8.5	14	16	5	11
2006	06	12	14	13	14	14	13	10	11	13	20	14	14	13.5	12	15	12	12	15	12	13.6	NA	16	14	11	15	12	NA	11	NA	11	12	11	13	12	11	18	12	12	11	NA	12	9	9	6.5	10	7	15	11	NA	12	14	7	7	12	13	10	7	12	8	9	14	12	15	13	13.5	11	11	13	18	12	13	NA	19	NA	12	14	13	11	12	9	15	10	12	7	6	11	12	9	14	7	13	13	15	15	8.5	13	18	6	12
2006	06	13	14	12	13	14	12	10	10	13	21	13	12	14	10	17	10	13	15	13	12.8	NA	16	13	14	12	12	NA	8	NA	11	11	10	11	12	8	19	10	11	12	NA	11	9	10	5.5	12	7	16	12	NA	13	14	6	9	9	13	10	9	12	9	8	14	12	16	13	13	12	11	13	12	13	15	NA	11	NA	12	13	11	9	11	7	13	9	13	7	7.5	10	11	10	14	7	15	11	14	13	13	13	16	6	10
2006	06	14	14	13	14	14	13	10	11	14	9	13	16	15	12	22	10	14	16	13	14.8	NA	17	13	17	22	12	NA	9	NA	10	12	10	13	14	12	20	12	12	14	NA	13	10	11	6.5	10	8	16	12	NA	14	15	9	10	10	14	11	10	13	9	8	15	13	16	13	14	12	13	13	16	13	14	NA	16	NA	14	12	12	11	13	8	15	10	13	10	9.5	11	13	12	15	10	13	12	14	14	9.5	14	18	7	10
2006	06	15	13	14	16	15	14	13	11	14	10	14	13	14	14	24	12	15	16	16	13	NA	19	17	19	25	14	NA	9	NA	10	14	12	13	12	11	20	15	14	15	NA	13	12	12	6.5	12	8	17	12	NA	15	16	10	12	9	13	11	11	14	13	8	14	13	16	13	16.5	12	13	15	17	13	15	NA	15	NA	16	14	13	12	16	8	16	11	14	11	14.5	11	14	15	18	12	14	12	14	14	10	16	19	9	13
2006	06	16	16	17	16	16	14	15	15	15	11	14	18	15	14	21	13	17	19	16	17.6	NA	18	20	23	24	19	NA	10	NA	12	16	14	17	14	11	19	16	19	15	NA	18	12	17	9.5	10	10	17	15	NA	18	19	10	15	15	14	13	13	14	15	13	17	18	16	14	18	16	17	18	19	18	17	NA	14	NA	18	15	17	16	18	9	19	13	18	14	18	10	20	14	20	15	19	17	20	18	12	19	20	9	14
2006	06	17	18	21	21	18	18.5	21	19	18	20	15	21	16	17	24	14	16	21	22	21.6	NA	22	22	22	25	22	NA	10	NA	13	19	17	19	12	11	30	18	18	15	NA	18	13	17	13.5	10	10	19	16	NA	17	21	12	20	16	16	18	16	15	15	18	21	19	16	15	21.8	19	17	20	22	21	18.5	NA	17	NA	20	15	19	16	20	17	20	19	20	16	18.5	17	19	17	21	17	21	24	21	19	17	19	23	18	15
2006	06	18	20	21	21	20	18	19	19	19	16	15	20	17	21	25	15	18	22	21	21.6	NA	21	24	29	27	24	NA	10	NA	17	18	16	20	17	11	21	21	23	15	NA	18	14	22	16	11	16	19	18	NA	17	20	12	19	18	18	21	17	20	15	16	NA	21	17	16	22.5	23	22	24	23	21	18	NA	19	NA	19	16	18	16	17	16	19	20	20	16	22	11	18	18	22	21	24	23	22	21	18.5	19.5	24	19	17
2006	06	19	21	22	22	20	22	19	22	19	20	18	21	18	20	25	17	22	25	21	22	NA	21	25	22	26	25	NA	16	NA	18	20	16	21	20	11	20	26	25	16	NA	20	15	24	19.5	20	25	19	18	NA	24	21	12	23	18	20	22	19	21	15	18	20	25	17	18	22	26	24	24	25	24	18.5	NA	17	NA	23	20	18	19	21	16	21	18	19	18	18	11	20	17	23	21	24	26	21	21	19	22.5	26	18	19
2006	06	20	23	22	21	19	22	20	21	23	15	22	24	18	20	30	19	22	27	21	23	NA	22	23	22	21	24	NA	16	NA	17	24	20	18	16	11	19	27	25	16	NA	19	23	22	19.5	20	21	23	19	NA	27	27	11	23	17	20	22	21	22	20	14	27	23	17	18	21.7	23	21	28	23	24	19	NA	19	NA	22	19	19	17	20	14	24	18	19	15	15.5	11	19	19	26	20	26	26	22	20	20	22.5	28	NA	20
2006	06	21	24	22	23	19	21	18	19	23	15	20	23	19.5	20	25	19	23	24	20	21.8	NA	22	23	20	21	21	NA	16	NA	17	24	17	18	16	11	14	24	22.5	19	NA	18	23	20	19.5	18	16	25	19	NA	26	26	12	15	19	19	23	21	22	21	16	20	22	20	20	19.5	20	21	22	23	22	19	NA	18	NA	22	19	19	16	21	13	23	19	21	16	16	12	21	22	25	18	19	20	22	18	19.5	23	25	17	20
